"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CVSSv4_BaseSeverity","CVSSv4_BaseScore","CVSSv4","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",micromatch:4.0.4,/github/workspace/package-lock.json?/micromatch:4.0.4,Glob matching for javascript/node.js. A replacement and faster alternative to minimatch and multimatch.,MIT,"","",pkg:npm/micromatch@4.0.4,"",GHSA-952p-6rrq-rcjv,CWE-1333 Inefficient Regular Expression Complexity,"The NPM package `micromatch` prior to version 4.0.8 is vulnerable to Regular Expression Denial of Service (ReDoS). The vulnerability occurs in `micromatch.braces()` in `index.js` because the pattern `.*` will greedily match anything. By passing a malicious payload, the pattern matching will keep backtracking to the input while it doesn't find the closing bracket. As the input size increases, the consumption time will also increase until it causes the application to hang or slow down. There was a merged fix but further testing shows the issue persisted prior to https://github.com/micromatch/micromatch/pull/266. This issue should be mitigated by using a safe pattern that won't start backtracking the regular expression due to greedy matching.",NPM,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,"","","",HIGHEST,8,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",minimist:1.2.5,/github/workspace/functions/package-lock.json?minimist,"","","","",pkg:npm/minimist@1.2.5,"",CVE-2021-44906,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"Minimist <=1.2.5 is vulnerable to Prototype Pollution via file index.js, function setKey() (lines 69-95).",OSSINDEX,"","","",CRITICAL,9.800000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",minimist:1.2.5,/github/workspace/functions/package-lock.json?minimist,"","","","",pkg:npm/minimist@1.2.5,"",GHSA-xvch-5gv4-984h,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),"Minimist prior to 1.2.6 and 0.2.4 is vulnerable to Prototype Pollution via file `index.js`, function `setKey()` (lines 69-95).",NPM,"","","",CRITICAL,9.800000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",nanoid:3.3.1,/github/workspace/package-lock.json?postcss:8.4.5/nanoid:^3.1.30,"A tiny (130 bytes), secure URL-friendly unique string ID generator",MIT,"","",pkg:npm/nanoid@3.3.1,cpe:2.3:a:nanoid_project:nanoid:3.3.1:*:*:*:*:*:*:*,CVE-2024-55565,CWE-835 Loop with Unreachable Exit Condition ('Infinite Loop'),nanoid (aka Nano ID) before 5.0.9 mishandles non-integer values. 3.3.8 is also a fixed version.,OSSINDEX,MEDIUM,6.900000095367432,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:L/VA:L/SC:N/SI:N/SA:N,"","","","","","",HIGHEST,6,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",nanoid:3.3.1,/github/workspace/package-lock.json?postcss:8.4.5/nanoid:^3.1.30,"A tiny (130 bytes), secure URL-friendly unique string ID generator",MIT,"","",pkg:npm/nanoid@3.3.1,cpe:2.3:a:nanoid_project:nanoid:3.3.1:*:*:*:*:*:*:*,GHSA-mwcw-c2x4-8c55,CWE-835 Loop with Unreachable Exit Condition ('Infinite Loop'),"When nanoid is called with a fractional value, there were a number of undesirable effects:  1. in browser and non-secure, the code infinite loops on while (size--) 2. in node, the value of poolOffset becomes fractional, causing calls to nanoid to return zeroes until the pool is next filled 3. if the first call in node is a fractional argument, the initial buffer allocation fails with an error  Version 3.3.8 and 5.0.9 are fixed.",NPM,"","","",MEDIUM,4.300000190734863,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,"","","",HIGHEST,6,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",next:12.1.0,/github/workspace/package-lock.json?/next:12.1.0,The React Framework,MIT,"","",pkg:npm/next@12.1.0,cpe:2.3:a:next:next:12.1.0:*:*:*:*:*:*:*,GHSA-f82v-jwr5-mffw,CWE-285 Improper Authorization,"# Impact It is possible to bypass authorization checks within a Next.js application, if the authorization check occurs in middleware.  # Patches * For Next.js 15.x, this issue is fixed in `15.2.3` * For Next.js 14.x, this issue is fixed in `14.2.25` * For Next.js 13.x, this issue is fixed in `13.5.9` * For Next.js 12.x, this issue is fixed in `12.3.5` * For Next.js 11.x, consult the below workaround.  _Note: Next.js deployments hosted on Vercel are automatically protected against this vulnerability._  # Workaround If patching to a safe version is infeasible, it is recommend that you prevent external user requests which contain the `x-middleware-subrequest` header from reaching your Next.js application.  ## Credits  - Allam Rachid (zhero;) - Allam Yasser (inzo_)",NPM,"","","",CRITICAL,9.100000381469727,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,"","","",HIGHEST,7,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",next:12.1.0,/github/workspace/package-lock.json?/next:12.1.0,The React Framework,MIT,"","",pkg:npm/next@12.1.0,cpe:2.3:a:next:next:12.1.0:*:*:*:*:*:*:*,CVE-2025-29927,CWE-285 Improper Authorization,"Next.js is a React framework for building full-stack web applications. Starting in version 1.11.4 and prior to versions 12.3.5, 13.5.9, 14.2.25, and 15.2.3, it is possible to bypass authorization checks within a Next.js application, if the authorization check occurs in middleware. If patching to a safe version is infeasible, it is recommend that you prevent external user requests which contain the x-middleware-subrequest header from reaching your Next.js application. This vulnerability is fixed in 12.3.5, 13.5.9, 14.2.25, and 15.2.3.  Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2025-29927 for details",OSSINDEX,HIGH,9.300000190734863,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N,"","","","","","",HIGHEST,7,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",next:12.1.0,/github/workspace/package-lock.json?/next:12.1.0,The React Framework,MIT,"","",pkg:npm/next@12.1.0,cpe:2.3:a:next:next:12.1.0:*:*:*:*:*:*:*,CVE-2024-46982,CWE-639 Authorization Bypass Through User-Controlled Key,"Next.js is a React framework for building full-stack web applications. By sending a crafted HTTP request, it is possible to poison the cache of a non-dynamic server-side rendered route in the pages router (this does not affect the app router). When this crafted request is sent it could coerce Next.js to cache a route that is meant to not be cached and send a `Cache-Control: s-maxage=1, stale-while-revalidate` header which some upstream CDNs may cache as well. To be potentially affected all of the following must apply: 1. Next.js between 13.5.1 and 14.2.9, 2. Using pages router, & 3. Using non-dynamic server-side rendered routes e.g. `pages/dashboard.tsx` not `pages/blog/[slug].tsx`. This vulnerability was resolved in Next.js v13.5.7, v14.2.10, and later. We recommend upgrading regardless of whether you can reproduce the issue or not. There are no official or recommended workarounds for this issue, we recommend that users patch to a safe version.  Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2024-46982 for details",OSSINDEX,HIGH,8.699999809265137,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,"","","","","","",HIGHEST,7,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",next:12.1.0,/github/workspace/package-lock.json?/next:12.1.0,The React Framework,MIT,"","",pkg:npm/next@12.1.0,cpe:2.3:a:next:next:12.1.0:*:*:*:*:*:*:*,CVE-2024-51479,CWE-285 Improper Authorization,"Next.js is a React framework for building full-stack web applications. In affected versions if a Next.js application is performing authorization in middleware based on pathname, it was possible for this authorization to be bypassed for pages directly under the application's root directory. For example: * [Not affected] `https://example.com/` * [Affected] `https://example.com/foo` * [Not affected] `https://example.com/foo/bar`. This issue is patched in Next.js `14.2.15` and later. If your Next.js application is hosted on Vercel, this vulnerability has been automatically mitigated, regardless of Next.js version. There are no official workarounds for this vulnerability.  Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2024-51479 for details",OSSINDEX,HIGH,8.199999809265137,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:N/VA:N/SC:N/SI:N/SA:N,"","","","","","",HIGHEST,7,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",next:12.1.0,/github/workspace/package-lock.json?/next:12.1.0,The React Framework,MIT,"","",pkg:npm/next@12.1.0,cpe:2.3:a:next:next:12.1.0:*:*:*:*:*:*:*,CVE-2024-47831,CWE-674 Uncontrolled Recursion,"Next.js is a React Framework for the Web. Cersions on the 10.x, 11.x, 12.x, 13.x, and 14.x branches before version 14.2.7 contain a vulnerability in the image optimization feature which allows for a potential Denial of Service (DoS) condition which could lead to excessive CPU consumption. Neither the `next.config.js` file that is configured with `images.unoptimized` set to `true` or `images.loader` set to a non-default value nor the Next.js application that is hosted on Vercel are affected. This issue was fully patched in Next.js `14.2.7`. As a workaround, ensure that the `next.config.js` file has either `images.unoptimized`, `images.loader` or `images.loaderFile` assigned.  Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2024-47831 for details",OSSINDEX,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"","","",HIGHEST,7,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",next:12.1.0,/github/workspace/package-lock.json?/next:12.1.0,The React Framework,MIT,"","",pkg:npm/next@12.1.0,cpe:2.3:a:next:next:12.1.0:*:*:*:*:*:*:*,GHSA-7gfc-8cq8-jh5f,CWE-285 Improper Authorization,"### Impact If a Next.js application is performing authorization in middleware based on pathname, it was possible for this authorization to be bypassed.  ### Patches This issue was patched in Next.js `14.2.15` and later.  If your Next.js application is hosted on Vercel, this vulnerability has been automatically mitigated, regardless of Next.js version.  ### Workarounds There are no official workarounds for this vulnerability.  #### Credits We'd like to thank [tyage](http://github.com/tyage) (GMO CyberSecurity by IERAE) for responsible disclosure of this issue.",NPM,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"","","",HIGHEST,7,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",next:12.1.0,/github/workspace/package-lock.json?/next:12.1.0,The React Framework,MIT,"","",pkg:npm/next@12.1.0,cpe:2.3:a:next:next:12.1.0:*:*:*:*:*:*:*,GHSA-g77x-44xx-532m,CWE-674 Uncontrolled Recursion,"### Impact The image optimization feature of Next.js contained a vulnerability which allowed for a potential Denial of Service (DoS) condition which could lead to excessive CPU consumption.  **Not affected:** - The `next.config.js` file is configured with `images.unoptimized` set to `true` or `images.loader` set to a non-default value. - The Next.js application is hosted on Vercel.   ### Patches This issue was fully patched in Next.js `14.2.7`. We recommend that users upgrade to at least this version.  ### Workarounds Ensure that the `next.config.js` file has either `images.unoptimized`, `images.loader` or `images.loaderFile` assigned.  #### Credits Brandon Dahler (brandondahler), AWS Dimitrios Vlastaras",NPM,"","","",MEDIUM,5.900000095367432,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,"","","",HIGHEST,7,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",next:12.1.0,/github/workspace/package-lock.json?/next:12.1.0,The React Framework,MIT,"","",pkg:npm/next@12.1.0,cpe:2.3:a:next:next:12.1.0:*:*:*:*:*:*:*,CVE-2024-56332,CWE-770 Allocation of Resources Without Limits or Throttling,"Next.js is a React framework for building full-stack web applications. Starting in version 13.0.0 and prior to versions 13.5.8, 14.2.21, and 15.1.2, Next.js is vulnerable to a Denial of Service (DoS) attack that allows attackers to construct requests that leaves requests to Server Actions hanging until the hosting provider cancels the function execution. This vulnerability can also be used as a Denial of Wallet (DoW) attack when deployed in providers billing by response times. (Note: Next.js server is idle during that time and only keeps the connection open. CPU and memory footprint are low during that time.). Deployments without any protection against long running Server Action invocations are especially vulnerable. Hosting providers like Vercel or Netlify set a default maximum duration on function execution to reduce the risk of excessive billing. This is the same issue as if the incoming HTTP request has an invalid `Content-Length` header or never closes. If the host has no other mitigations to those then this vulnerability is novel. This vulnerability affects only Next.js deployments using Server Actions. The issue was resolved in Next.js 13.5.8, 14.2.21, and 15.1.2. We recommend that users upgrade to a safe version. There are no official workarounds.",OSSINDEX,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,"","","",HIGHEST,7,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",next:12.1.0,/github/workspace/package-lock.json?/next:12.1.0,The React Framework,MIT,"","",pkg:npm/next@12.1.0,cpe:2.3:a:next:next:12.1.0:*:*:*:*:*:*:*,GHSA-qpjv-v59x-3qc4,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),"**Summary**   We received a responsible disclosure from Allam Rachid (zhero) for a low-severity race-condition vulnerability in Next.js. This issue only affects the **Pages Router** under certain misconfigurations, causing normal endpoints to serve `pageProps` data instead of standard HTML.  [Learn more here](https://vercel.com/changelog/cve-2025-32421)  **Credit**   Thank you to **Allam Rachid (zhero)** for the responsible disclosure. This research was rewarded as part of our bug bounty program.",NPM,"","","",LOW,3.700000047683716,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,"","","",HIGHEST,7,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",next:12.1.0,/github/workspace/package-lock.json?/next:12.1.0,The React Framework,MIT,"","",pkg:npm/next@12.1.0,cpe:2.3:a:next:next:12.1.0:*:*:*:*:*:*:*,CVE-2025-48068,CWE-1385 Missing Origin Validation in WebSockets,"Next.js is a React framework for building full-stack web applications. In versions starting from 13.0 to before 14.2.30 and 15.0.0 to before 15.2.2, Next.js may have allowed limited source code exposure when the dev server was running with the App Router enabled. The vulnerability only affects local development environments and requires the user to visit a malicious webpage while npm run dev is active. This issue has been patched in versions 14.2.30 and 15.2.2.  Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2025-48068 for details",OSSINDEX,LOW,2.299999952316284,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:L/VI:N/VA:N/SC:L/SI:N/SA:N,"","","","","","",HIGHEST,7,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",next:12.1.0,/github/workspace/package-lock.json?/next:12.1.0,The React Framework,MIT,"","",pkg:npm/next@12.1.0,cpe:2.3:a:next:next:12.1.0:*:*:*:*:*:*:*,GHSA-c59h-r6p8-q9wc,"","Next.js before 13.4.20-canary.13 lacks a cache-control header and thus empty prefetch responses may sometimes be cached by a CDN, causing a denial of service to all users requesting the same URL via that CDN. Cloudflare considers these requests cacheable assets.",NPM,"","","","","","","","","",HIGHEST,7,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",node-forge:1.2.1,/github/workspace/functions/package-lock.json?node-forge,"","","","",pkg:npm/node-forge@1.2.1,"",CVE-2022-24771,CWE-347 Improper Verification of Cryptographic Signature,"Forge (also called `node-forge`) is a native implementation of Transport Layer Security in JavaScript. Prior to version 1.3.0, RSA PKCS#1 v1.5 signature verification code is lenient in checking the digest algorithm structure. This can allow a crafted structure that steals padding bytes and uses unchecked portion of the PKCS#1 encoded message to forge a signature when a low public exponent is being used. The issue has been addressed in `node-forge` version 1.3.0. There are currently no known workarounds.",OSSINDEX,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",node-forge:1.2.1,/github/workspace/functions/package-lock.json?node-forge,"","","","",pkg:npm/node-forge@1.2.1,"",CVE-2022-24772,CWE-347 Improper Verification of Cryptographic Signature,"Forge (also called `node-forge`) is a native implementation of Transport Layer Security in JavaScript. Prior to version 1.3.0, RSA PKCS#1 v1.5 signature verification code does not check for tailing garbage bytes after decoding a `DigestInfo` ASN.1 structure. This can allow padding bytes to be removed and garbage data added to forge a signature when a low public exponent is being used. The issue has been addressed in `node-forge` version 1.3.0. There are currently no known workarounds.",OSSINDEX,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",node-forge:1.2.1,/github/workspace/functions/package-lock.json?node-forge,"","","","",pkg:npm/node-forge@1.2.1,"",GHSA-cfm4-qjh2-4765,CWE-347 Improper Verification of Cryptographic Signature,"### Impact  RSA PKCS#1 v1.5 signature verification code is lenient in checking the digest algorithm structure. This can allow a crafted structure that steals padding bytes and uses unchecked portion of the PKCS#1 encoded message to forge a signature when a low public exponent is being used.  ### Patches  The issue has been addressed in `node-forge` `1.3.0`.  ### References  For more information, please see [""Bleichenbacher's RSA signature forgery based on implementation error""](https://mailarchive.ietf.org/arch/msg/openpgp/5rnE9ZRN1AokBVj3VqblGlP63QE/) by Hal Finney.  ### For more information  If you have any questions or comments about this advisory: * Open an issue in [forge](https://github.com/digitalbazaar/forge) * Email us at [example email address](mailto:security@digitalbazaar.com)",NPM,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",node-forge:1.2.1,/github/workspace/functions/package-lock.json?node-forge,"","","","",pkg:npm/node-forge@1.2.1,"",GHSA-x4jg-mjrx-434g,CWE-347 Improper Verification of Cryptographic Signature,"### Impact  RSA PKCS#1 v1.5 signature verification code does not check for tailing garbage bytes after decoding a `DigestInfo` ASN.1 structure. This can allow padding bytes to be removed and garbage data added to forge a signature when a low public exponent is being used.  ### Patches  The issue has been addressed in `node-forge` `1.3.0`.  ### References  For more information, please see [""Bleichenbacher's RSA signature forgery based on implementation error""](https://mailarchive.ietf.org/arch/msg/openpgp/5rnE9ZRN1AokBVj3VqblGlP63QE/) by Hal Finney.  ### For more information  If you have any questions or comments about this advisory: * Open an issue in [forge](https://github.com/digitalbazaar/forge) * Email us at [example email address](mailto:security@digitalbazaar.com)",NPM,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",node-forge:1.2.1,/github/workspace/functions/package-lock.json?node-forge,"","","","",pkg:npm/node-forge@1.2.1,"",CVE-2022-24773,CWE-347 Improper Verification of Cryptographic Signature,"Forge (also called `node-forge`) is a native implementation of Transport Layer Security in JavaScript. Prior to version 1.3.0, RSA PKCS#1 v1.5 signature verification code does not properly check `DigestInfo` for a proper ASN.1 structure. This can lead to successful verification with signatures that contain invalid structures but a valid digest. The issue has been addressed in `node-forge` version 1.3.0. There are currently no known workarounds.",OSSINDEX,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",node-forge:1.2.1,/github/workspace/functions/package-lock.json?node-forge,"","","","",pkg:npm/node-forge@1.2.1,"",GHSA-2r2c-g63r-vccr,CWE-347 Improper Verification of Cryptographic Signature,### Impact  RSA PKCS#1 v1.5 signature verification code is not properly checking `DigestInfo` for a proper ASN.1 structure. This can lead to successful verification with signatures that contain invalid structures but a valid digest.  ### Patches  The issue has been addressed in `node-forge` `1.3.0`.  ### For more information  If you have any questions or comments about this advisory: * Open an issue in [forge](https://github.com/digitalbazaar/forge) * Email us at [example email address](mailto:security@digitalbazaar.com),NPM,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",packages-bundle.js,/github/workspace/node_modules/next/dist/compiled/babel-packages/packages-bundle.js,"","",1ff9884931f648e75672129eade884c3,5960de10181c3137e35fdabfeec366310aa9771a,pkg:javascript/lodash@4.17.20,"",CVE-2021-23337,CWE-94 Improper Control of Generation of Code ('Code Injection'),Lodash versions prior to 4.17.21 are vulnerable to Command Injection via the template function.,NVD,MEDIUM,6.5,/AV:N/AC:L/Au:S/C:P/I:P/A:P,HIGH,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:1.2/RC:R/MAV:A,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",packages-bundle.js,/github/workspace/node_modules/next/dist/compiled/babel-packages/packages-bundle.js,"","",1ff9884931f648e75672129eade884c3,5960de10181c3137e35fdabfeec366310aa9771a,pkg:javascript/lodash@4.17.20,"",CVE-2020-28500,NVD-CWE-Other,"Lodash versions prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the toNumber, trim and trimEnd functions.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L/E:3.9/RC:R/MAV:A,"","","",HIGHEST,3,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",path-to-regexp:0.1.7,/github/workspace/package-lock.json?/path-to-regexp:0.1.7,Express style path to RegExp utility,MIT,"","",pkg:npm/path-to-regexp@0.1.7,"",CVE-2024-45296,CWE-1333 Inefficient Regular Expression Complexity,"path-to-regexp turns path strings into a regular expressions. In certain cases, path-to-regexp will output a regular expression that can be exploited to cause poor performance. Because JavaScript is single threaded and regex matching runs on the main thread, poor performance will block the event loop and lead to a DoS. The bad regular expression is generated any time you have two parameters within a single segment, separated by something that is not a period (.). For users of 0.1, upgrade to 0.1.10. All other users should upgrade to 8.0.0.",OSSINDEX,HIGH,8.699999809265137,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,"","","","","","",HIGHEST,5,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",path-to-regexp:0.1.7,/github/workspace/package-lock.json?/path-to-regexp:0.1.7,Express style path to RegExp utility,MIT,"","",pkg:npm/path-to-regexp@0.1.7,"",GHSA-9wv6-86v2-598j,CWE-1333 Inefficient Regular Expression Complexity,"### Impact  A bad regular expression is generated any time you have two parameters within a single segment, separated by something that is not a period (`.`). For example, `/:a-:b`.  ### Patches  For users of 0.1, upgrade to `0.1.10`. All other users should upgrade to `8.0.0`.  These versions add backtrack protection when a custom regex pattern is not provided:  - [0.1.10](https://github.com/pillarjs/path-to-regexp/releases/tag/v0.1.10) - [1.9.0](https://github.com/pillarjs/path-to-regexp/releases/tag/v1.9.0) - [3.3.0](https://github.com/pillarjs/path-to-regexp/releases/tag/v3.3.0) - [6.3.0](https://github.com/pillarjs/path-to-regexp/releases/tag/v6.3.0)  They do not protect against vulnerable user supplied capture groups. Protecting against explicit user patterns is out of scope for old versions and not considered a vulnerability.  Version [7.1.0](https://github.com/pillarjs/path-to-regexp/releases/tag/v7.1.0) can enable `strict: true` and get an error when the regular expression might be bad.  Version [8.0.0](https://github.com/pillarjs/path-to-regexp/releases/tag/v8.0.0) removes the features that can cause a ReDoS.  ### Workarounds  All versions can be patched by providing a custom regular expression for parameters after the first in a single segment. As long as the custom regular expression does not match the text before the parameter, you will be safe. For example, change `/:a-:b` to `/:a-:b([^-/]+)`.  If paths cannot be rewritten and versions cannot be upgraded, another alternative is to limit the URL length. For example, halving the attack string improves performance by 4x faster.  ### Details  Using `/:a-:b` will produce the regular expression `/^\/([^\/]+?)-([^\/]+?)\/?$/`. This can be exploited by a path such as `/a${'-a'.repeat(8_000)}/a`. [OWASP](https://owasp.org/www-community/attacks/Regular_expression_Denial_of_Service_-_ReDoS) has a good example of why this occurs, but the TL;DR is the `/a` at the end ensures this route would never match but due to naive backtracking it will still attempt every combination of the `:a-:b` on the repeated 8,000 `-a`.  Because JavaScript is single threaded and regex matching runs on the main thread, poor performance will block the event loop and can lead to a DoS. In local benchmarks, exploiting the unsafe regex will result in performance that is over 1000x worse than the safe regex. In a more realistic environment using Express v4 and 10 concurrent connections, this translated to average latency of ~600ms vs 1ms.  ### References  * [OWASP](https://owasp.org/www-community/attacks/Regular_expression_Denial_of_Service_-_ReDoS) * [Detailed blog post](https://blakeembrey.com/posts/2024-09-web-redos/)",NPM,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"","","",HIGHEST,5,"","","","","","","",""
laboratorio-final-devsecops,"Mon, 7 Jul 2025 03:45:46 GMT",path-to-regexp:0.1.7,/github/workspace/package-lock.json?/path-to-regexp:0.1.7,Express style path to RegExp utility,MIT,"","",pkg:npm/path-to-regexp@0.1.7,"",GHSA-rhx6-c78j-4q9w,CWE-1333 Inefficient Regular Expression Complexity,"### Impact  The regular expression that is vulnerable to backtracking can be generated in versions before 0.1.12 of `path-to-regexp`, originally reported in CVE-2024-45296  ### Patches  Upgrade to 0.1.12.  ### Workarounds  Avoid using two parameters within a single path segment, when the separator is not `.` (e.g. no `/:a-:b`). Alternatively, you can define the regex used for both parameters and ensure they do not overlap to allow backtracking.  ### References  - https://github.com/advisories/GHSA-9wv6-86v2-598j - https://blakeembrey.com/posts/2024-09-web-redos/",NPM,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"","","",HIGHEST,5,"","","","","","","",""
